event_timestamp,event_name,user_pseudo_id,ga_session_id,session_engaged,device_category,operating_system,browser,country,traffic_source_source,traffic_source_medium,traffic_source_campaign,event_params
1717271602000000,page_view,u000004.6593717510,1717200006,0,desktop,macOS,Chrome,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200006, ""session_engaged"": 0}"
1717225151000000,session_start,u000005.4909708714,1717200007,1,mobile,Android,Chrome,Germany,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200007, ""session_engaged"": 1}"
1717225180000000,page_view,u000005.4909708714,1717200007,1,mobile,Android,Chrome,Germany,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200007, ""session_engaged"": 1}"
1717225257000000,add_to_cart,u000005.4909708714,1717200007,1,mobile,Android,Chrome,Germany,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200007, ""session_engaged"": 1}"
1717225271000000,scroll,u000005.4909708714,1717200007,1,mobile,Android,Chrome,Germany,newsletter,email,weekly_digest,"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200007, ""session_engaged"": 1}"
1717278795000000,session_start,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717278802000000,page_view,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717278816000000,begin_checkout,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717278875000000,page_view,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717278926000000,page_view,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717279004000000,begin_checkout,u000006.5894907316,1717200008,1,mobile,Android,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200008, ""session_engaged"": 1}"
1717239118000000,session_start,u000006.5894907316,1717200009,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200009, ""session_engaged"": 1}"
1717239195000000,page_view,u000006.5894907316,1717200009,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200009, ""session_engaged"": 1}"
1717239273000000,purchase,u000006.5894907316,1717200009,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200009, ""session_engaged"": 1, ""value"": 56.15, ""currency"": ""USD""}"
1717239315000000,page_view,u000006.5894907316,1717200009,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200009, ""session_engaged"": 1}"
1717245267000000,session_start,u000007.4660733054,1717200010,1,mobile,Android,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200010, ""session_engaged"": 1}"
1717245334000000,page_view,u000007.4660733054,1717200010,1,mobile,Android,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200010, ""session_engaged"": 1}"
1717245355000000,page_view,u000007.4660733054,1717200010,1,mobile,Android,Chrome,United Kingdom,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200010, ""session_engaged"": 1}"
1717236756000000,session_start,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236829000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236897000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236911000000,scroll,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236922000000,add_to_cart,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236924000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717236954000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237010000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237096000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237157000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237207000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237209000000,scroll,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717237273000000,page_view,u000008.8446140949,1717200011,1,mobile,iOS,Safari,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200011, ""session_engaged"": 1}"
1717208017000000,session_start,u000009.4120046886,1717200012,0,mobile,Android,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200012, ""session_engaged"": 0}"
1717208030000000,page_view,u000009.4120046886,1717200012,0,mobile,Android,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200012, ""session_engaged"": 0}"
1717224409000000,session_start,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717224418000000,page_view,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717224435000000,add_to_cart,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717224469000000,begin_checkout,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717224481000000,page_view,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717224485000000,scroll,u000010.3920864045,1717200013,1,mobile,Android,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200013, ""session_engaged"": 1}"
1717236535000000,session_start,u000011.5395741932,1717200014,1,mobile,iOS,Safari,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200014, ""session_engaged"": 1}"
1717236574000000,page_view,u000011.5395741932,1717200014,1,mobile,iOS,Safari,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200014, ""session_engaged"": 1}"
1717236626000000,add_to_cart,u000011.5395741932,1717200014,1,mobile,iOS,Safari,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200014, ""session_engaged"": 1}"
1717236704000000,add_to_cart,u000011.5395741932,1717200014,1,mobile,iOS,Safari,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200014, ""session_engaged"": 1}"
1717284780000000,session_start,u000012.5084737673,1717200015,0,desktop,Windows,Edge,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200015, ""session_engaged"": 0}"
1717284839000000,page_view,u000012.5084737673,1717200015,0,desktop,Windows,Edge,United States,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200015, ""session_engaged"": 0}"
1717228100000000,session_start,u000013.7718020683,1717200016,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200016, ""session_engaged"": 1}"
1717228189000000,page_view,u000013.7718020683,1717200016,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200016, ""session_engaged"": 1}"
1717228241000000,add_to_cart,u000013.7718020683,1717200016,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200016, ""session_engaged"": 1}"
1717228246000000,add_to_cart,u000013.7718020683,1717200016,1,desktop,macOS,Chrome,United States,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200016, ""session_engaged"": 1}"
1717273939000000,session_start,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274029000000,page_view,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274035000000,begin_checkout,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274054000000,scroll,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274088000000,page_view,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274100000000,scroll,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/about"", ""page_title"": ""about"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274119000000,page_view,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274185000000,page_view,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717274226000000,page_view,u000014.9432636806,1717200017,1,desktop,macOS,Chrome,Germany,(direct),(none),(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200017, ""session_engaged"": 1}"
1717221007000000,session_start,u000015.5779696472,1717200018,0,mobile,iOS,Safari,Germany,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200018, ""session_engaged"": 0}"
1717221089000000,page_view,u000015.5779696472,1717200018,0,mobile,iOS,Safari,Germany,bing,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200018, ""session_engaged"": 0}"
1717248317000000,session_start,u000016.2867956684,1717200019,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200019, ""session_engaged"": 1}"
1717248401000000,page_view,u000016.2867956684,1717200019,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200019, ""session_engaged"": 1}"
1717248413000000,page_view,u000016.2867956684,1717200019,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200019, ""session_engaged"": 1}"
1717248425000000,scroll,u000016.2867956684,1717200019,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200019, ""session_engaged"": 1}"
1717249486000000,session_start,u000016.2867956684,1717200020,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200020, ""session_engaged"": 1}"
1717249508000000,page_view,u000016.2867956684,1717200020,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200020, ""session_engaged"": 1}"
1717249564000000,scroll,u000016.2867956684,1717200020,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200020, ""session_engaged"": 1}"
1717251885000000,session_start,u000016.2867956684,1717200021,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200021, ""session_engaged"": 1}"
1717251898000000,page_view,u000016.2867956684,1717200021,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200021, ""session_engaged"": 1}"
1717251919000000,page_view,u000016.2867956684,1717200021,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200021, ""session_engaged"": 1}"
1717251943000000,page_view,u000016.2867956684,1717200021,1,desktop,macOS,Chrome,Germany,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/monitor-arm"", ""page_title"": ""product monitor-arm"", ""ga_session_id"": 1717200021, ""session_engaged"": 1}"
1717264186000000,session_start,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717264209000000,page_view,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717264288000000,page_view,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717264300000000,scroll,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717264375000000,add_to_cart,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717264445000000,scroll,u000017.3628973774,1717200022,1,desktop,Windows,Edge,United Kingdom,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200022, ""session_engaged"": 1}"
1717265139000000,session_start,u000018.4038333121,1717200023,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200023, ""session_engaged"": 1}"
1717265227000000,page_view,u000018.4038333121,1717200023,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/product/standing-desk"", ""page_title"": ""product standing-desk"", ""ga_session_id"": 1717200023, ""session_engaged"": 1}"
1717265260000000,page_view,u000018.4038333121,1717200023,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/checkout"", ""page_title"": ""checkout"", ""ga_session_id"": 1717200023, ""session_engaged"": 1}"
1717265285000000,scroll,u000018.4038333121,1717200023,1,desktop,Windows,Edge,India,google,organic,(not set),"{""page_location"": ""https://shop.example.com/catalog"", ""page_title"": ""catalog"", ""ga_session_id"": 1717200023, ""session_engaged"": 1}"
1717235619000000,session_start,u000018.4038333121,1717200024,1,desktop,Windows,Edge,India,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/"", ""page_title"": ""home"", ""ga_session_id"": 1717200024, ""session_engaged"": 1}"
1717235664000000,page_view,u000018.4038333121,1717200024,1,desktop,Windows,Edge,India,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200024, ""session_engaged"": 1}"
1717235730000000,page_view,u000018.4038333121,1717200024,1,desktop,Windows,Edge,India,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/blog/wfh-setup"", ""page_title"": ""blog wfh-setup"", ""ga_session_id"": 1717200024, ""session_engaged"": 1}"
1717235815000000,page_view,u000018.4038333121,1717200024,1,desktop,Windows,Edge,India,google,cpc,spring_sale,"{""page_location"": ""https://shop.example.com/cart"", ""page_title"": ""cart"", ""ga_session_id"": 1717200024, ""session_engaged"": 1}"
